Title,year,Genres,Actors,Director,Plot,OMDb_URL,Poster_URL
Let the Right One In (Låt den Rätte Komma In),2008.0,"Drama, Fantasy, Horror","Kåre Hedebrant, Lina Leandersson, Per Ragnar",Tomas Alfredson,"A bullied boy forms a unique friendship with his new neighbor, who is a vampire.",https://www.imdb.com/title/tt1139797/,https://m.media-amazon.com/images/M/MV5BNjgxZGFlYjktNjE2NC00YTkzLTlhY2QtNDJmMDhmMGEzOTcwXkEyXkFqcGc@._V1_SX300.jpg
The Dark Knight,2008.0,"Action, Crime, Drama","Christian Bale, Heath Ledger, Aaron Eckhart",Christopher Nolan,"When a menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman, James Gordon and Harvey Dent must work together to put an end to the madness.",https://www.imdb.com/title/tt0468569/,https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_SX300.jpg
Slumdog Millionaire,2008.0,"Crime, Drama, Romance","Dev Patel, Freida Pinto, Saurabh Shukla","Danny Boyle, Loveleen Tandan","When a teenager from the slums of Mumbai is interrogated about his suspicious performance on a quiz show, he revisits various events from his past to explain how he knew all the answers.",https://www.imdb.com/title/tt1010048/,https://m.media-amazon.com/images/M/MV5BMTE5ZTRkYWEtZmU5MC00NDJjLTk3NmUtZGJlYTM2MmQ3NTJkXkEyXkFqcGc@._V1_SX300.jpg
The Wrestler,2008.0,"Drama, Sport","Mickey Rourke, Marisa Tomei, Evan Rachel Wood",Darren Aronofsky,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",https://www.imdb.com/title/tt1125849/,https://m.media-amazon.com/images/M/MV5BMTc5MjYyOTg4MF5BMl5BanBnXkFtZTcwNDc2MzQwMg@@._V1_SX300.jpg
Anvil! The Story of Anvil,2008.0,,,,,,
Gomorrah (Gomorra),2008.0,"Crime, Drama","Gianfelice Imparato, Salvatore Abbruzzese, Toni Servillo",Matteo Garrone,"Scampia Vele is the Corbusian architecture which has become a stronghold for Mafia of Naples, Italy.",https://www.imdb.com/title/tt0929425/,https://m.media-amazon.com/images/M/MV5BMTM2NDgzMDY4MF5BMl5BanBnXkFtZTcwMzUwMzg5MQ@@._V1_SX300.jpg
The Class (Entre les Murs),2008.0,Drama,"François Bégaudeau, Agame Malembo-Emene, Angélica Sancio",Laurent Cantet,Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.,https://www.imdb.com/title/tt1068646/,https://m.media-amazon.com/images/M/MV5BMTc4NjUzNDYxM15BMl5BanBnXkFtZTcwNjExNzMwMg@@._V1_SX300.jpg
District 9,2009.0,"Action, Sci-Fi, Thriller","Sharlto Copley, David James, Jason Cope",Neill Blomkamp,"In a future Earth in which aliens are isolated in a remote ghetto, a government agent finds himself banished there.",https://www.imdb.com/title/tt1136608/,https://m.media-amazon.com/images/M/MV5BMTM4OTI1OTM5NF5BMl5BanBnXkFtZTcwMzk5MTU1Mg@@._V1_SX300.jpg
Avatar,2009.0,"Action, Adventure, Fantasy","Sam Worthington, Zoe Saldaña, Sigourney Weaver",James Cameron,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,https://www.imdb.com/title/tt0499549/,https://m.media-amazon.com/images/M/MV5BMDEzMmQwZjctZWU2My00MWNlLWE0NjItMDJlYTRlNGJiZjcyXkEyXkFqcGc@._V1_SX300.jpg
The Hangover,2009.0,Comedy,"Zach Galifianakis, Bradley Cooper, Justin Bartha",Todd Phillips,Three buddies wake up from a bachelor party in Las Vegas with no memory of the previous night and the bachelor missing. They must make their way around the city in order to find their friend in time for his wedding.,https://www.imdb.com/title/tt1119646/,https://m.media-amazon.com/images/M/MV5BNDI2MzBhNzgtOWYyOS00NDM2LWE0OGYtOGQ0M2FjMTI2NTllXkEyXkFqcGc@._V1_SX300.jpg
An Education,2009.0,Drama,"Carey Mulligan, Peter Sarsgaard, Alfred Molina",Lone Scherfig,"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.",https://www.imdb.com/title/tt1174732/,https://m.media-amazon.com/images/M/MV5BMTg4NjgzOTc0MF5BMl5BanBnXkFtZTcwOTc2OTE3Mg@@._V1_SX300.jpg
"Precious: Based on the Novel ""Push"" by Sapphire",2009.0,,,,,,
In the Loop,2009.0,Comedy,"Tom Hollander, Peter Capaldi, James Gandolfini",Armando Iannucci,A political satire about a group of skeptical American and British operatives attempting to prevent a war between two countries.,https://www.imdb.com/title/tt1226774/,https://m.media-amazon.com/images/M/MV5BMTU2NzQxNzA1OF5BMl5BanBnXkFtZTcwNzQ0NDk0Mg@@._V1_SX300.jpg
The White Ribbon (Das Weisse Band: Eine Deutsche Kindergeschichte),2009.0,"Drama, Mystery, Thriller","Christian Friedel, Ernst Jacobi, Leonie Benesch",Michael Haneke,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",https://www.imdb.com/title/tt1149362/,https://m.media-amazon.com/images/M/MV5BMTQ2OTYyNzUxOF5BMl5BanBnXkFtZTcwMzUwMDY4Mg@@._V1_SX300.jpg
Fish Tank,2009.0,Drama,"Katie Jarvis, Michael Fassbender, Kierston Wareing",Andrea Arnold,Everything changes for 15-year-old Mia when her mum brings home a new boyfriend.,https://www.imdb.com/title/tt1232776/,https://m.media-amazon.com/images/M/MV5BMTc1NTk4MzkxOF5BMl5BanBnXkFtZTcwNDkxMDAxMw@@._V1_SX300.jpg
Inglourious Basterds,2009.0,"Adventure, Drama, War","Brad Pitt, Diane Kruger, Eli Roth",Quentin Tarantino,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",https://www.imdb.com/title/tt0361748/,https://m.media-amazon.com/images/M/MV5BODZhMWJlNjYtNDExNC00MTIzLTllM2ItOGQ2NGVjNDQ3MzkzXkEyXkFqcGc@._V1_SX300.jpg
Nostalgia for the Light (Nostalgia de la luz),2010.0,Documentary,"Gaspar Galaz, Lautaro Núñez, Luís Henríquez",Patricio Guzmán,"A documentary about two different searches conducted in the Chilean Atacama Desert: one by astronomers looking for answers about the history of the cosmos, and one by women looking for the remains of loved ones killed by Pinochet'...",https://www.imdb.com/title/tt1556190/,https://m.media-amazon.com/images/M/MV5BOGFlNzI4YzktOWVkMi00ZDFlLWE1YjQtZDk3MWQwOWVjN2ViXkEyXkFqcGc@._V1_SX300.jpg
Of Gods and Men (Des Hommes et des Dieux),2010.0,"Drama, History","Lambert Wilson, Michael Lonsdale, Olivier Rabourdin",Xavier Beauvois,"Under threat by fundamentalist terrorists, a group of Trappist monks stationed with an impoverished Algerian community must decide whether to leave or stay.",https://www.imdb.com/title/tt1588337/,https://m.media-amazon.com/images/M/MV5BMTI5OTE1MDU0MV5BMl5BanBnXkFtZTcwNjE3NjkzNA@@._V1_SX300.jpg
Black Swan,2010.0,"Drama, Thriller","Natalie Portman, Mila Kunis, Vincent Cassel",Darren Aronofsky,"Nina is a talented but unstable ballerina on the verge of stardom. Pushed to the breaking point by her artistic director and a seductive rival, Nina's grip on reality slips, plunging her into a waking nightmare.",https://www.imdb.com/title/tt0947798/,https://m.media-amazon.com/images/M/MV5BNzY2NzI4OTE5MF5BMl5BanBnXkFtZTcwMjMyNDY4Mw@@._V1_SX300.jpg
Inception,2010.0,"Action, Adventure, Sci-Fi","Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page",Christopher Nolan,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",https://www.imdb.com/title/tt1375666/,https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_SX300.jpg
Monsters,2010.0,"Biography, Crime, Drama","Evan Peters, Richard Jenkins, Cooper Koch",N/A,An anthology series about high-profile crimes or killers that captured public attention and notoriety.,https://www.imdb.com/title/tt13207736/,https://m.media-amazon.com/images/M/MV5BNDAzYzEzZDMtOWE3Ny00MTU3LWIwY2MtMDYzZmYzYTZkYjJkXkEyXkFqcGc@._V1_SX300.jpg
The Social Network,2010.0,"Biography, Drama","Jesse Eisenberg, Andrew Garfield, Justin Timberlake",David Fincher,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business.",https://www.imdb.com/title/tt1285016/,https://m.media-amazon.com/images/M/MV5BMjlkNTE5ZTUtNGEwNy00MGVhLThmZjMtZjU1NDE5Zjk1NDZkXkEyXkFqcGc@._V1_SX300.jpg
Four Lions,2010.0,"Comedy, Crime, Drama","Will Adamsdale, Riz Ahmed, Adeel Akhtar",Christopher Morris,Four incompetent British terrorists set out to train for and commit an act of terror.,https://www.imdb.com/title/tt1341167/,https://m.media-amazon.com/images/M/MV5BMTczNDQxNzI0NF5BMl5BanBnXkFtZTcwNDM0NzEwNA@@._V1_SX300.jpg
Senna,2010.0,"Documentary, Biography, Sport","Ayrton Senna, Reginaldo Leme, John Bisignano",Asif Kapadia,"A documentary on Brazilian Formula One racing driver Ayrton Senna, who won the F1 world championship three times before his death at age 34.",https://www.imdb.com/title/tt1424432/,https://m.media-amazon.com/images/M/MV5BMTc5MTUzOTAxMl5BMl5BanBnXkFtZTcwODQzMjg3NA@@._V1_SX300.jpg
The King's Speech,2010.0,"Biography, Drama, History","Colin Firth, Geoffrey Rush, Helena Bonham Carter",Tom Hooper,"The story of King George VI, his unexpected ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",https://www.imdb.com/title/tt1504320/,https://m.media-amazon.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_SX300.jpg
True Grit,2010.0,"Drama, Western","Jeff Bridges, Matt Damon, Hailee Steinfeld","Ethan Coen, Joel Coen",A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,https://www.imdb.com/title/tt1403865/,https://m.media-amazon.com/images/M/MV5BMTU5MjU3MTI4OF5BMl5BanBnXkFtZTcwMTQxOTAxNA@@._V1_SX300.jpg
Cave of Forgotten Dreams,2010.0,"Documentary, History","Werner Herzog, Jean Clottes, Julien Monney",Werner Herzog,Werner Herzog gains exclusive access to film inside the Chauvet caves of Southern France and captures the oldest known pictorial creations of humanity.,https://www.imdb.com/title/tt1664894/,https://m.media-amazon.com/images/M/MV5BMTYxNDExMzUwMl5BMl5BanBnXkFtZTcwNjM2MzYwNQ@@._V1_SX300.jpg
Toy Story 3,2010.0,"Animation, Adventure, Comedy","Tom Hanks, Tim Allen, Joan Cusack",Lee Unkrich,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",https://www.imdb.com/title/tt0435761/,https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_SX300.jpg
A Separation (Jodái-e Náder az Simin),2011.0,Drama,"Payman Maadi, Leila Hatami, Sareh Bayat",Asghar Farhadi,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,https://www.imdb.com/title/tt1832382/,https://m.media-amazon.com/images/M/MV5BMDM0ZWRmMzctM2M5ZS00ZjU0LWIxN2MtNWNlNGY1ZDhjMDVhXkEyXkFqcGc@._V1_SX300.jpg
The Artist,2011.0,"Comedy, Drama, Romance","Jean Dujardin, Bérénice Bejo, John Goodman",Michel Hazanavicius,"When George, a silent movie superstar, meets Peppy Miller, a dancer, sparks fly between the two. However, after the introduction of talking pictures, their fortunes change, affecting their dynamic.",https://www.imdb.com/title/tt1655442/,https://m.media-amazon.com/images/M/MV5BYjEwOGZmM2QtNjY4Mi00NjI0LTkyZjItZDEzZGI1YTEzMDg1XkEyXkFqcGc@._V1_SX300.jpg
Drive,2011.0,"Action, Drama","Ryan Gosling, Carey Mulligan, Bryan Cranston",Nicolas Winding Refn,A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver.,https://www.imdb.com/title/tt0780504/,https://m.media-amazon.com/images/M/MV5BYTFmNTFlOTAtNzEyNi00MWU2LTg3MGEtYjA2NWY3MDliNjlkXkEyXkFqcGc@._V1_SX300.jpg
Shame,2011.0,Drama,"Michael Fassbender, Carey Mulligan, James Badge Dale",Steve McQueen,A nymphomaniac's carefully cultivated private life falls apart after his sister arrives for an indefinite stay.,https://www.imdb.com/title/tt1723811/,https://m.media-amazon.com/images/M/MV5BM2I4YjYzYmQtNGM4Yy00NmYwLWEzYjUtMDBmNjYzZmViZWE3XkEyXkFqcGc@._V1_SX300.jpg
The Descendants,2011.0,"Comedy, Drama","George Clooney, Shailene Woodley, Amara Miller",Alexander Payne,A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.,https://www.imdb.com/title/tt1033575/,https://m.media-amazon.com/images/M/MV5BMjAyNTA1MTcyN15BMl5BanBnXkFtZTcwNjEyODczNQ@@._V1_SX300.jpg
War Horse,2011.0,"Adventure, Drama, War","Jeremy Irvine, Emily Watson, David Thewlis",Steven Spielberg,A young farm boy enlists to serve in World War I after his beloved horse is sold to the cavalry. His hopeful journey takes him out of England and onto the front lines as the war rages on.,https://www.imdb.com/title/tt1568911/,https://m.media-amazon.com/images/M/MV5BMjExNzkxOTYyNl5BMl5BanBnXkFtZTcwODA0MjU4Ng@@._V1_SX300.jpg
The Girl with the Dragon Tattoo,2011.0,"Crime, Drama, Mystery","Daniel Craig, Rooney Mara, Christopher Plummer",David Fincher,Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by hacker Lisbeth Salander.,https://www.imdb.com/title/tt1568346/,https://m.media-amazon.com/images/M/MV5BMTczNDk4NTQ0OV5BMl5BanBnXkFtZTcwNDAxMDgxNw@@._V1_SX300.jpg
Le Havre,2011.0,"Comedy, Drama","André Wilms, Blondin Miguel, Jean-Pierre Darroussin",Aki Kaurismäki,"When an African boy arrives by cargo ship in the port city of Le Havre, an aging shoe shiner takes pity on the child and welcomes him into his home.",https://www.imdb.com/title/tt1508675/,https://m.media-amazon.com/images/M/MV5BMTM1MDc2NDkxOV5BMl5BanBnXkFtZTcwNzE1NjM5Ng@@._V1_SX300.jpg
The Kid with a Bike (Le Gamin au vélo),2011.0,Drama,"Thomas Doret, Cécile de France, Jérémie Renier","Jean-Pierre Dardenne, Luc Dardenne","Abandoned by his father, a young boy is left in a state-run youth farm. In a random act of kindness, the town hairdresser agrees to foster him on weekends.",https://www.imdb.com/title/tt1827512/,https://m.media-amazon.com/images/M/MV5BMTQ3OTE3MzAyMl5BMl5BanBnXkFtZTcwNDU1OTIzNw@@._V1_SX300.jpg
The Tree of Life,2011.0,"Drama, Fantasy","Brad Pitt, Sean Penn, Jessica Chastain",Terrence Malick,"The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.",https://www.imdb.com/title/tt0478304/,https://m.media-amazon.com/images/M/MV5BMTMwNjQ0NjMzN15BMl5BanBnXkFtZTcwNjMxMTkyNA@@._V1_SX300.jpg
Tinker Tailor Soldier Spy,2011.0,"Drama, Mystery, Thriller","Gary Oldman, Colin Firth, Tom Hardy",Tomas Alfredson,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet Agent within MI6.",https://www.imdb.com/title/tt1340800/,https://m.media-amazon.com/images/M/MV5BMTU2OTkwNzMyM15BMl5BanBnXkFtZTcwOTI4ODg2Ng@@._V1_SX300.jpg
Bridesmaids,2011.0,Comedy,"Kristen Wiig, Maya Rudolph, Rose Byrne",Paul Feig,"Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.",https://www.imdb.com/title/tt1478338/,https://m.media-amazon.com/images/M/MV5BMjAyOTMyMzUxNl5BMl5BanBnXkFtZTcwODI4MzE0NA@@._V1_SX300.jpg
Hugo,2011.0,"Adventure, Drama, Family","Asa Butterfield, Chloë Grace Moretz, Christopher Lee",Martin Scorsese,"In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton.",https://www.imdb.com/title/tt0970179/,https://m.media-amazon.com/images/M/MV5BMjAzNzk5MzgyNF5BMl5BanBnXkFtZTcwOTE4NDU5Ng@@._V1_SX300.jpg
Lincoln,2012.0,"Biography, Drama, History","Daniel Day-Lewis, Sally Field, David Strathairn",Steven Spielberg,"As the Civil War rages on, U.S President Abraham Lincoln struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on his decision to emancipate the slaves.",https://www.imdb.com/title/tt0443272/,https://m.media-amazon.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@._V1_SX300.jpg
Amour,2012.0,Drama,"Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert",Michael Haneke,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tes...",https://www.imdb.com/title/tt1602620/,https://m.media-amazon.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_SX300.jpg
Wadjda,2012.0,"Comedy, Drama","Waad Mohammed, Reem Abdullah, Abdullrahman Al Gohani",Haifaa Al-Mansour,An enterprising Saudi girl signs on for her school's Koran recitation competition as a way to raise the remaining funds she needs in order to buy the green bicycle that has captured her interest.,https://www.imdb.com/title/tt2258858/,https://m.media-amazon.com/images/M/MV5BMjI4MzMyNzM2Ml5BMl5BanBnXkFtZTgwNDQ5MDgwMDE@._V1_SX300.jpg
The Act of Killing,2012.0,"Documentary, Biography, Crime","Anwar Congo, Herman Koto, Syamsul Arifin","Joshua Oppenheimer, Anonymous, Christine Cynn","A documentary which challenges former Indonesian death-squad leaders to reenact their mass-killings in whichever cinematic genres they wish, including classic Hollywood crime scenarios and lavish musical numbers.",https://www.imdb.com/title/tt2375605/,https://m.media-amazon.com/images/M/MV5BZDg1NDMwMGQtMmFkZS00NTQwLTkxYjktMTlhNjI2NzNlYTQ1XkEyXkFqcGc@._V1_SX300.jpg
Argo,2012.0,"Biography, Drama, History","Ben Affleck, Bryan Cranston, John Goodman",Ben Affleck,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",https://www.imdb.com/title/tt1024648/,https://m.media-amazon.com/images/M/MV5BM2QyMGUyZTEtMjE4Yi00M2RiLTgwN2QtZDMxZDNiMTFkMTFjXkEyXkFqcGc@._V1_SX300.jpg
Skyfall,2012.0,"Action, Adventure, Thriller","Daniel Craig, Javier Bardem, Naomie Harris",Sam Mendes,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",https://www.imdb.com/title/tt1074638/,https://m.media-amazon.com/images/M/MV5BNjAzMWNkODUtM2FlMi00NzgyLWJhMGUtMWEyNDYyZGFiN2RlXkEyXkFqcGc@._V1_SX300.jpg
Blancanieves,2012.0,"Drama, Fantasy","Maribel Verdú, Emilio Gavira, Daniel Giménez Cacho",Pablo Berger,A twist on the Snow White fairy tale that is set in 1920s Seville and centered on a female bullfighter.,https://www.imdb.com/title/tt1854513/,https://m.media-amazon.com/images/M/MV5BYWJjM2UxMjYtODcwNC00N2MzLWE0MWQtMDY0Y2Y1ZDY4N2FmXkEyXkFqcGc@._V1_SX300.jpg
Django Unchained,2012.0,"Drama, Western","Jamie Foxx, Christoph Waltz, Leonardo DiCaprio",Quentin Tarantino,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.",https://www.imdb.com/title/tt1853728/,https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_SX300.jpg
